year,category,full_name,show,won
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,ARJUN GUPTA,NURSE JACKIE,False
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,BOBBY CANNAVALE,NURSE JACKIE,False
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,DOMINIC FUMUSA,NURSE JACKIE,False
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,EDIE FALCO,NURSE JACKIE,False
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,EVE BEST,NURSE JACKIE,False
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,JAKE CANNAVALE,NURSE JACKIE,False
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,LENNY JACOBSON,NURSE JACKIE,False
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,MACKENZIE ALADJEM,NURSE JACKIE,False
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,MERRITT WEVER,NURSE JACKIE,False
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,PAUL SCHULZE,NURSE JACKIE,False
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,PETER FACINELLI,NURSE JACKIE,False
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,RUBY JERINS,NURSE JACKIE,False
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,STEPHEN WALLEM,NURSE JACKIE,False
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,JIM PARSONS,THE BIG BANG THEORY,False
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,JOHNNY GALECKI,THE BIG BANG THEORY,False
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,KALEY CUOCO,THE BIG BANG THEORY,False
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,KUNAL NAYYAR,THE BIG BANG THEORY,False
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,MAYIM BIALIK,THE BIG BANG THEORY,False
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,MELISSA RAUCH,THE BIG BANG THEORY,False
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,SIMON HELBERG,THE BIG BANG THEORY,False
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,ANGELA KINSEY,THE OFFICE,False
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,B.J. NOVAK,THE OFFICE,False
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,BRIAN BAUMGARTNER,THE OFFICE,False
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,CATHERINE TATE,THE OFFICE,False
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,CLARK DUKE,THE OFFICE,False
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,CRAIG ROBINSON,THE OFFICE,False
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,CREED BRATTON,THE OFFICE,False
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,ED HELMS,THE OFFICE,False
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,ELLIE KEMPER,THE OFFICE,False
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,JAKE LACY,THE OFFICE,False
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,JENNA FISCHER,THE OFFICE,False
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,JOHN KRASINSKI,THE OFFICE,False
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,KATE FLANNERY,THE OFFICE,False
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,LESLIE DAVID BAKER,THE OFFICE,False
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,MINDY KALING,THE OFFICE,False
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,OSCAR NUÑEZ,THE OFFICE,False
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,PAUL LIEBERSTEIN,THE OFFICE,False
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,PHYLLIS SMITH,THE OFFICE,False
2013 - 19th Annual,ENSEMBLE IN A COMEDY SERIES,RAINN WILSON,THE OFFICE,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,,BOARDWALK EMPIRE,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,ANATOL YUSEF,BOARDWALK EMPIRE,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,ANTHONY LACIURA,BOARDWALK EMPIRE,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,BOBBY CANNAVALE,BOARDWALK EMPIRE,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,CHARLIE COX,BOARDWALK EMPIRE,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,CHRIS CALDOVINO,BOARDWALK EMPIRE,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,GRETCHEN MOL,BOARDWALK EMPIRE,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,JACK HUSTON,BOARDWALK EMPIRE,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,KELLY MACDONALD,BOARDWALK EMPIRE,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,MEG CHAMBERS STEEDLE,BOARDWALK EMPIRE,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,MICHAEL STUHLBARG,BOARDWALK EMPIRE,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,PATRICK KENNEDY,BOARDWALK EMPIRE,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,PAUL SPARKS,BOARDWALK EMPIRE,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,SHEA WHIGHAM,BOARDWALK EMPIRE,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,STEVE BUSCEMI,BOARDWALK EMPIRE,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,VINCENT PIAZZA,BOARDWALK EMPIRE,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,,BREAKING BAD,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,AARON PAUL,BREAKING BAD,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,ANNA GUNN,BREAKING BAD,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,BETSY BRANDT,BREAKING BAD,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,BOB ODENKIRK,BREAKING BAD,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,BRYAN CRANSTON,BREAKING BAD,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,DEAN NORRIS,BREAKING BAD,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,JESSE PLEMONS,BREAKING BAD,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,JONATHAN BANKS,BREAKING BAD,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,LAURA FRASER,BREAKING BAD,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,RJ MITTE,BREAKING BAD,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,STEVEN MICHAEL QUEZADA,BREAKING BAD,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,,DOWNTON ABBEY,True
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,ALLEN LEECH,DOWNTON ABBEY,True
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,AMY NUTTALL,DOWNTON ABBEY,True
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,BRENDAN COYLE,DOWNTON ABBEY,True
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,DAN STEVENS,DOWNTON ABBEY,True
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,DAVID ROBB,DOWNTON ABBEY,True
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,ELIZABETH MCGOVERN,DOWNTON ABBEY,True
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,HUGH BONNEVILLE,DOWNTON ABBEY,True
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,IAIN GLEN,DOWNTON ABBEY,True
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,JESSICA BROWN FINDLAY,DOWNTON ABBEY,True
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,JIM CARTER,DOWNTON ABBEY,True
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,JOANNE FROGGATT,DOWNTON ABBEY,True
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,LAURA CARMICHAEL,DOWNTON ABBEY,True
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,LESLEY NICOL,DOWNTON ABBEY,True
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,MAGGIE SMITH,DOWNTON ABBEY,True
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,MICHELLE DOCKERY,DOWNTON ABBEY,True
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,PENELOPE WILTON,DOWNTON ABBEY,True
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,PHYLLIS LOGAN,DOWNTON ABBEY,True
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,ROB JAMES-COLLIER,DOWNTON ABBEY,True
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,SIOBHAN FINNERAN,DOWNTON ABBEY,True
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,SOPHIE MCSHERA,DOWNTON ABBEY,True
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,THOMAS HOWES,DOWNTON ABBEY,True
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,ZOE BOYLE,DOWNTON ABBEY,True
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,,HOMELAND,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,CLAIRE DANES,HOMELAND,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,DAMIAN LEWIS,HOMELAND,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,DAVID HAREWOOD,HOMELAND,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,DAVID MARCIANO,HOMELAND,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,DIEGO KLATTENHOFF,HOMELAND,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,JACKSON PACE,HOMELAND,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,JAMEY SHERIDAN,HOMELAND,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,MANDY PATINKIN,HOMELAND,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,MORENA BACCARIN,HOMELAND,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,MORGAN SAYLOR,HOMELAND,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,NAVID NEGAHBAN,HOMELAND,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,RUPERT FRIEND,HOMELAND,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,TIMOTHÉE CHALAMET,HOMELAND,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,ZULEIKHA ROBINSON,HOMELAND,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,,MAD MEN,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,AARON STATON,MAD MEN,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,BEN FELDMAN,MAD MEN,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,CHRISTINA HENDRICKS,MAD MEN,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,ELISABETH MOSS,MAD MEN,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,JARED HARRIS,MAD MEN,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,JAY R. FERGUSON,MAD MEN,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,JESSICA PARÉ,MAD MEN,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,JOHN SLATTERY,MAD MEN,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,JON HAMM,MAD MEN,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,KIERNAN SHIPKA,MAD MEN,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,RICH SOMMER,MAD MEN,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,ROBERT MORSE,MAD MEN,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,TEYONAH PARRIS,MAD MEN,False
2013 - 19th Annual,ENSEMBLE IN A DRAMA SERIES,VINCENT KARTHEISER,MAD MEN,False
2013 - 19th Annual,FEMALE COMEDY SERIES,TINA FEY,30 ROCK,True
2013 - 19th Annual,FEMALE COMEDY SERIES,BETTY WHITE,HOT IN CLEVELAND,False
2013 - 19th Annual,FEMALE COMEDY SERIES,SOFIA VERGARA,MODERN FAMILY,False
2013 - 19th Annual,FEMALE COMEDY SERIES,EDIE FALCO,NURSE JACKIE,False
2013 - 19th Annual,FEMALE COMEDY SERIES,AMY POEHLER,PARKS AND RECREATION,False
2013 - 19th Annual,FEMALE DRAMA SERIES,JESSICA LANGE,AMERICAN HORROR STORY: ASYLUM,False
2013 - 19th Annual,FEMALE DRAMA SERIES,MAGGIE SMITH,DOWNTON ABBEY,False
2013 - 19th Annual,FEMALE DRAMA SERIES,MICHELLE DOCKERY,DOWNTON ABBEY,False
2013 - 19th Annual,FEMALE DRAMA SERIES,CLAIRE DANES,HOMELAND,True
2013 - 19th Annual,FEMALE DRAMA SERIES,JULIANNA MARGULIES,THE GOOD WIFE,False
2013 - 19th Annual,FEMALE LEAD ROLE,HELEN MIRREN,HITCHCOCK,False
2013 - 19th Annual,FEMALE LEAD ROLE,MARION COTILLARD,RUST AND BONE,False
2013 - 19th Annual,FEMALE LEAD ROLE,JENNIFER LAWRENCE,SILVER LININGS PLAYBOOK,True
2013 - 19th Annual,FEMALE LEAD ROLE,NAOMI WATTS,THE IMPOSSIBLE,False
2013 - 19th Annual,FEMALE LEAD ROLE,JESSICA CHASTAIN,ZERO DARK THIRTY,False
2013 - 19th Annual,FEMALE SUPPORTING ROLE,ANNE HATHAWAY,LES MISÉRABLES,True
2013 - 19th Annual,FEMALE SUPPORTING ROLE,SALLY FIELD,LINCOLN,False
2013 - 19th Annual,FEMALE SUPPORTING ROLE,MAGGIE SMITH,THE BEST EXOTIC MARIGOLD HOTEL,False
2013 - 19th Annual,FEMALE SUPPORTING ROLE,NICOLE KIDMAN,THE PAPERBOY,False
2013 - 19th Annual,FEMALE SUPPORTING ROLE,HELEN HUNT,THE SESSIONS,False
2013 - 19th Annual,FEMALE TV MOVIE OR MINISERIES,JULIANNE MOORE,GAME CHANGE,True
2013 - 19th Annual,FEMALE TV MOVIE OR MINISERIES,NICOLE KIDMAN,HEMINGWAY & GELLHORN,False
2013 - 19th Annual,FEMALE TV MOVIE OR MINISERIES,SIGOURNEY WEAVER,POLITICAL ANIMALS,False
2013 - 19th Annual,FEMALE TV MOVIE OR MINISERIES,CHARLOTTE RAMPLING,RESTLESS,False
2013 - 19th Annual,FEMALE TV MOVIE OR MINISERIES,ALFRE WOODARD,STEEL MAGNOLIAS,False
2013 - 19th Annual,LIFE ACHIEVEMENT,DICK VAN DYKE,N/A,True
2013 - 19th Annual,MALE COMEDY SERIES,ALEC BALDWIN,30 ROCK,True
2013 - 19th Annual,MALE COMEDY SERIES,LOUIS C.K.,LOUIE,False
2013 - 19th Annual,MALE COMEDY SERIES,ERIC STONESTREET,MODERN FAMILY,False
2013 - 19th Annual,MALE COMEDY SERIES,TY BURRELL,MODERN FAMILY,False
2013 - 19th Annual,MALE COMEDY SERIES,JIM PARSONS,THE BIG BANG THEORY,False
2013 - 19th Annual,MALE DRAMA SERIES,STEVE BUSCEMI,BOARDWALK EMPIRE,False
2013 - 19th Annual,MALE DRAMA SERIES,BRYAN CRANSTON,BREAKING BAD,True
2013 - 19th Annual,MALE DRAMA SERIES,DAMIAN LEWIS,HOMELAND,False
2013 - 19th Annual,MALE DRAMA SERIES,JON HAMM,MAD MEN,False
2013 - 19th Annual,MALE DRAMA SERIES,JEFF DANIELS,THE NEWSROOM,False
2013 - 19th Annual,MALE LEAD ROLE,DENZEL WASHINGTON,FLIGHT,False
2013 - 19th Annual,MALE LEAD ROLE,HUGH JACKMAN,LES MISÉRABLES,False
2013 - 19th Annual,MALE LEAD ROLE,DANIEL DAY-LEWIS,LINCOLN,True
2013 - 19th Annual,MALE LEAD ROLE,BRADLEY COOPER,SILVER LININGS PLAYBOOK,False
2013 - 19th Annual,MALE LEAD ROLE,JOHN HAWKES,THE SESSIONS,False
2013 - 19th Annual,MALE SUPPORTING ROLE,ALAN ARKIN,ARGO,False
2013 - 19th Annual,MALE SUPPORTING ROLE,TOMMY LEE JONES,LINCOLN,True
2013 - 19th Annual,MALE SUPPORTING ROLE,ROBERT DE NIRO,SILVER LININGS PLAYBOOK,False
2013 - 19th Annual,MALE SUPPORTING ROLE,JAVIER BARDEM,SKYFALL,False
2013 - 19th Annual,MALE SUPPORTING ROLE,PHILIP SEYMOUR HOFFMAN,THE MASTER,False
2013 - 19th Annual,MALE TV MOVIE OR MINISERIES,CLIVE OWEN,ERNEST HEMINGWAY,False
2013 - 19th Annual,MALE TV MOVIE OR MINISERIES,ED HARRIS,GAME CHANGE,False
2013 - 19th Annual,MALE TV MOVIE OR MINISERIES,WOODY HARRELSON,GAME CHANGE,False
2013 - 19th Annual,MALE TV MOVIE OR MINISERIES,BILL PAXTON,HATFIELDS & MCCOYS,False
2013 - 19th Annual,MALE TV MOVIE OR MINISERIES,KEVIN COSTNER,HATFIELDS & MCCOYS,True
2013 - 19th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,LES MISÉRABLES,False
2013 - 19th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,SKYFALL,True
2013 - 19th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,THE AMAZING SPIDER-MAN,False
2013 - 19th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,THE BOURNE LEGACY,False
2013 - 19th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,THE DARK KNIGHT RISES,False
2013 - 19th Annual,STUNT ENSEMBLE IN A TELEVISION SERIES,,BOARDWALK EMPIRE,False
2013 - 19th Annual,STUNT ENSEMBLE IN A TELEVISION SERIES,,BREAKING BAD,False
2013 - 19th Annual,STUNT ENSEMBLE IN A TELEVISION SERIES,,GAME OF THRONES,True
2013 - 19th Annual,STUNT ENSEMBLE IN A TELEVISION SERIES,,SONES OF ANARCHY,False
2013 - 19th Annual,STUNT ENSEMBLE IN A TELEVISION SERIES,,THE WALKING DEAD,False
2012 - 18th Annual,CAST IN A MOTION PICTURE,CHRIS O'DOWD,BRIDESMAIDS,False
2012 - 18th Annual,CAST IN A MOTION PICTURE,ELLIE KEMPER,BRIDESMAIDS,False
2012 - 18th Annual,CAST IN A MOTION PICTURE,JILL CLAYBURGH,BRIDESMAIDS,False
2012 - 18th Annual,CAST IN A MOTION PICTURE,KRISTEN WIIG,BRIDESMAIDS,False
2012 - 18th Annual,CAST IN A MOTION PICTURE,MATT LUCAS,BRIDESMAIDS,False
2012 - 18th Annual,CAST IN A MOTION PICTURE,MAYA RUDOLPH,BRIDESMAIDS,False
2012 - 18th Annual,CAST IN A MOTION PICTURE,MELISSA MCCARTHY,BRIDESMAIDS,False
2012 - 18th Annual,CAST IN A MOTION PICTURE,ROSE BYRNE,BRIDESMAIDS,False
2012 - 18th Annual,CAST IN A MOTION PICTURE,WENDI MCLENDON-COVEY,BRIDESMAIDS,False
2012 - 18th Annual,CAST IN A MOTION PICTURE,ADRIEN BRODY,MIDNIGHT IN PARIS,False
2012 - 18th Annual,CAST IN A MOTION PICTURE,CARLA BRUNI,MIDNIGHT IN PARIS,False
2012 - 18th Annual,CAST IN A MOTION PICTURE,KATHY BATES,MIDNIGHT IN PARIS,False
2012 - 18th Annual,CAST IN A MOTION PICTURE,MARION COTILLARD,MIDNIGHT IN PARIS,False
2012 - 18th Annual,CAST IN A MOTION PICTURE,MICHAEL SHEEN,MIDNIGHT IN PARIS,False
2012 - 18th Annual,CAST IN A MOTION PICTURE,OWEN WILSON,MIDNIGHT IN PARIS,False
2012 - 18th Annual,CAST IN A MOTION PICTURE,RACHEL MCADAMS,MIDNIGHT IN PARIS,False
2012 - 18th Annual,CAST IN A MOTION PICTURE,BÉRÉNICE BEJO,THE ARTIST,False
2012 - 18th Annual,CAST IN A MOTION PICTURE,JAMES CROMWELL,THE ARTIST,False
2012 - 18th Annual,CAST IN A MOTION PICTURE,JEAN DUJARDIN,THE ARTIST,False
2012 - 18th Annual,CAST IN A MOTION PICTURE,JOHN GOODMAN,THE ARTIST,False
2012 - 18th Annual,CAST IN A MOTION PICTURE,PENELOPE ANN MILLER,THE ARTIST,False
2012 - 18th Annual,CAST IN A MOTION PICTURE,BEAU BRIDGES,THE DESCENDANTS,False
2012 - 18th Annual,CAST IN A MOTION PICTURE,GEORGE CLOONEY,THE DESCENDANTS,False
2012 - 18th Annual,CAST IN A MOTION PICTURE,JUDY GREER,THE DESCENDANTS,False
2012 - 18th Annual,CAST IN A MOTION PICTURE,MATTHEW LILLARD,THE DESCENDANTS,False
2012 - 18th Annual,CAST IN A MOTION PICTURE,ROBERT FORSTER,THE DESCENDANTS,False
2012 - 18th Annual,CAST IN A MOTION PICTURE,SHAILENE WOODLEY,THE DESCENDANTS,False
2012 - 18th Annual,CAST IN A MOTION PICTURE,AHNA O'REILLY,THE HELP,True
2012 - 18th Annual,CAST IN A MOTION PICTURE,ALLISON JANNEY,THE HELP,True
2012 - 18th Annual,CAST IN A MOTION PICTURE,BRYCE DALLAS HOWARD,THE HELP,True
2012 - 18th Annual,CAST IN A MOTION PICTURE,CHRIS LOWELL,THE HELP,True
2012 - 18th Annual,CAST IN A MOTION PICTURE,CICELY TYSON,THE HELP,True
2012 - 18th Annual,CAST IN A MOTION PICTURE,EMMA STONE,THE HELP,True
2012 - 18th Annual,CAST IN A MOTION PICTURE,JESSICA CHASTAIN,THE HELP,True
2012 - 18th Annual,CAST IN A MOTION PICTURE,MARY STEENBURGEN,THE HELP,True
2012 - 18th Annual,CAST IN A MOTION PICTURE,MIKE VOGEL,THE HELP,True
2012 - 18th Annual,CAST IN A MOTION PICTURE,OCTAVIA SPENCER,THE HELP,True
2012 - 18th Annual,CAST IN A MOTION PICTURE,SISSY SPACEK,THE HELP,True
2012 - 18th Annual,CAST IN A MOTION PICTURE,VIOLA DAVIS,THE HELP,True
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,,30 ROCK,False
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,ALEC BALDWIN,30 ROCK,False
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,GRIZZ CHAPMAN,30 ROCK,False
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,JACK MCBRAYER,30 ROCK,False
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,JANE KRAKOWSKI,30 ROCK,False
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,JOHN LUTZ,30 ROCK,False
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,JUDAH FRIEDLANDER,30 ROCK,False
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,KATRINA BOWDEN,30 ROCK,False
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,KEITH POWELL,30 ROCK,False
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,KEVIN BROWN,30 ROCK,False
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,SCOTT ADSIT,30 ROCK,False
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,TINA FEY,30 ROCK,False
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,TRACY MORGAN,30 ROCK,False
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,,GLEE,False
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,AMBER RILEY,GLEE,False
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,ASHLEY FINK,GLEE,False
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,CHORD OVERSTREET,GLEE,False
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,CHRIS COLFER,GLEE,False
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,CORY MONTEITH,GLEE,False
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,DARREN CRISS,GLEE,False
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,DIANNA AGRON,GLEE,False
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,DOT MARIE JONES,GLEE,False
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,"HARRY SHUM, JR.",GLEE,False
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,HEATHER MORRIS,GLEE,False
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,IQBAL THEBA,GLEE,False
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,JANE LYNCH,GLEE,False
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,JAYMA MAYS,GLEE,False
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,JENNA USHKOWITZ,GLEE,False
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,KEVIN MCHALE,GLEE,False
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,LAUREN POTTER,GLEE,False
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,LEA MICHELE,GLEE,False
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,MARK SALLING,GLEE,False
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,MATTHEW MORRISON,GLEE,False
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,MIKE O'MALLEY,GLEE,False
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,NAYA RIVERA,GLEE,False
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,,MODERN FAMILY,True
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,ARIEL WINTER,MODERN FAMILY,True
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,AUBREY ANDERSON-EMMONS,MODERN FAMILY,True
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,ED O'NEILL,MODERN FAMILY,True
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,ERIC STONESTREET,MODERN FAMILY,True
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,JESSE TYLER FERGUSON,MODERN FAMILY,True
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,JULIE BOWEN,MODERN FAMILY,True
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,NOLAN GOULD,MODERN FAMILY,True
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,RICO RODRIGUEZ,MODERN FAMILY,True
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,SARAH HYLAND,MODERN FAMILY,True
2012 - 18th Annual,ENSEMBLE IN A COMEDY SERIES,SOFIA VERGARA,MODERN FAMILY,True
